Video Location,is Anomaly
dataset/videos/Abuse050_x264.mp4,1
dataset/videos/Abuse049_x264.mp4,1
dataset/videos/Arson009_x264.mp4,1
dataset/videos/Normal_Videos272_x264.mp4,0
dataset/videos/Normal_Videos225_x264.mp4,0
dataset/videos/Abuse007_x264.mp4,1
dataset/videos/Arson028_x264.mp4,1
dataset/videos/Assault006_x264.mp4,1
dataset/videos/Normal_Videos028_x264.mp4,0
dataset/videos/Normal_Videos167_x264.mp4,0
dataset/videos/Normal_Videos231_x264.mp4,0
dataset/videos/Normal_Videos260_x264.mp4,0
dataset/videos/Arson031_x264.mp4,1
dataset/videos/Normal_Videos066_x264.mp4,0
dataset/videos/Normal_Videos193_x264.mp4,0
dataset/videos/Abuse023_x264.mp4,1
dataset/videos/Assault038_x264.mp4,1
dataset/videos/Arson010_x264.mp4,1
dataset/videos/Normal_Videos261_x264.mp4,0
dataset/videos/Arson027_x264.mp4,1
dataset/videos/Arrest019_x264.mp4,1
dataset/videos/Normal_Videos016_x264.mp4,0
dataset/videos/Arrest026_x264.mp4,1
dataset/videos/Arson053_x264.mp4,1
dataset/videos/Arrest043_x264.mp4,1
dataset/videos/Abuse018_x264.mp4,1
dataset/videos/Normal_Videos139_x264.mp4,0
dataset/videos/Normal_Videos011_x264.mp4,0
dataset/videos/Normal_Videos151_x264.mp4,0
dataset/videos/Arrest023_x264.mp4,1
dataset/videos/Normal_Videos058_x264.mp4,0
dataset/videos/Abuse046_x264.mp4,1
dataset/videos/Normal_Videos259_x264.mp4,0
dataset/videos/Abuse015_x264.mp4,1
dataset/videos/Assault017_x264.mp4,1
dataset/videos/Normal_Videos237_x264.mp4,0
dataset/videos/Assault009_x264.mp4,1
dataset/videos/Arson021_x264.mp4,1
dataset/videos/Normal_Videos180_x264.mp4,0
dataset/videos/Abuse024_x264.mp4,1
dataset/videos/Assault030_x264.mp4,1
dataset/videos/Arrest011_x264.mp4,1
dataset/videos/Abuse001_x264.mp4,1
dataset/videos/Normal_Videos173_x264.mp4,0
dataset/videos/Normal_Videos290_x264.mp4,0
dataset/videos/Normal_Videos127_x264.mp4,0
dataset/videos/Arson051_x264.mp4,1
dataset/videos/Arrest034_x264.mp4,1
dataset/videos/Normal_Videos206_x264.mp4,0
dataset/videos/Normal_Videos101_x264.mp4,0
dataset/videos/Normal_Videos213_x264.mp4,0
dataset/videos/Arrest046_x264.mp4,1
dataset/videos/Arson011_x264.mp4,1
dataset/videos/Abuse033_x264.mp4,1
dataset/videos/Arson017_x264.mp4,1
dataset/videos/Abuse022_x264.mp4,1
dataset/videos/Normal_Videos009_x264.mp4,0
dataset/videos/Abuse044_x264.mp4,1
dataset/videos/Abuse006_x264.mp4,1
dataset/videos/Normal_Videos276_x264.mp4,0
dataset/videos/Arson039_x264.mp4,1
dataset/videos/Normal_Videos130_x264.mp4,0
dataset/videos/Assault001_x264.mp4,1
dataset/videos/Assault036_x264.mp4,1
dataset/videos/Normal_Videos086_x264.mp4,0
dataset/videos/Assault035_x264.mp4,1
dataset/videos/Normal_Videos148_x264.mp4,0
dataset/videos/Normal_Videos097_x264.mp4,0
dataset/videos/Normal_Videos026_x264.mp4,0
dataset/videos/Normal_Videos023_x264.mp4,0
dataset/videos/Normal_Videos188_x264.mp4,0
dataset/videos/Arrest013_x264.mp4,1
dataset/videos/Assault020_x264.mp4,1
dataset/videos/Arrest036_x264.mp4,1
dataset/videos/Normal_Videos296_x264.mp4,0
dataset/videos/Arson003_x264.mp4,1
dataset/videos/Normal_Videos061_x264.mp4,0
dataset/videos/Normal_Videos229_x264.mp4,0
dataset/videos/Normal_Videos126_x264.mp4,0
dataset/videos/Normal_Videos046_x264.mp4,0
dataset/videos/Normal_Videos223_x264.mp4,0
dataset/videos/Normal_Videos144_x264.mp4,0
dataset/videos/Arrest021_x264.mp4,1
dataset/videos/Normal_Videos275_x264.mp4,0
dataset/videos/Normal_Videos005_x264.mp4,0
dataset/videos/Normal_Videos098_x264.mp4,0
dataset/videos/Normal_Videos119_x264.mp4,0
dataset/videos/Normal_Videos036_x264.mp4,0
dataset/videos/Assault041_x264.mp4,1
dataset/videos/Normal_Videos174_x264.mp4,0
dataset/videos/Abuse009_x264.mp4,1
dataset/videos/Normal_Videos268_x264.mp4,0
dataset/videos/Normal_Videos267_x264.mp4,0
dataset/videos/Arrest051_x264.mp4,1
dataset/videos/Normal_Videos045_x264.mp4,0
dataset/videos/Normal_Videos062_x264.mp4,0
dataset/videos/Arrest012_x264.mp4,1
dataset/videos/Normal_Videos064_x264.mp4,0
dataset/videos/Assault010_x264.mp4,1
dataset/videos/Normal_Videos040_x264.mp4,0
dataset/videos/Normal_Videos069_x264.mp4,0
dataset/videos/Normal_Videos136_x264.mp4,0
dataset/videos/Normal_Videos255_x264.mp4,0
dataset/videos/Normal_Videos256_x264.mp4,0
dataset/videos/Normal_Videos214_x264.mp4,0
dataset/videos/Normal_Videos195_x264.mp4,0
dataset/videos/Abuse030_x264.mp4,1
dataset/videos/Normal_Videos043_x264.mp4,0
dataset/videos/Abuse031_x264.mp4,1
dataset/videos/Arson025_x264.mp4,1
dataset/videos/Normal_Videos146_x264.mp4,0
dataset/videos/Normal_Videos156_x264.mp4,0
dataset/videos/Abuse010_x264.mp4,1
dataset/videos/Arson040_x264.mp4,1
dataset/videos/Arrest002_x264.mp4,1
dataset/videos/Normal_Videos152_x264.mp4,0
dataset/videos/Arson045_x264.mp4,1
dataset/videos/Arson042_x264.mp4,1
dataset/videos/Normal_Videos161_x264.mp4,0
dataset/videos/Arrest007_x264.mp4,1
dataset/videos/Abuse042_x264.mp4,1
dataset/videos/Arrest037_x264.mp4,1
dataset/videos/Normal_Videos286_x264.mp4,0
dataset/videos/Arson037_x264.mp4,1
dataset/videos/Arson047_x264.mp4,1
dataset/videos/Abuse003_x264.mp4,1
dataset/videos/Normal_Videos093_x264.mp4,0
dataset/videos/Assault037_x264.mp4,1
dataset/videos/Abuse043_x264.mp4,1
dataset/videos/Normal_Videos233_x264.mp4,0
dataset/videos/Abuse026_x264.mp4,1
dataset/videos/Arrest030_x264.mp4,1
dataset/videos/Arrest049_x264.mp4,1
dataset/videos/Arson034_x264.mp4,1
dataset/videos/Arson030_x264.mp4,1
dataset/videos/Normal_Videos155_x264.mp4,0
dataset/videos/Abuse017_x264.mp4,1
dataset/videos/Normal_Videos080_x264.mp4,0
dataset/videos/Normal_Videos184_x264.mp4,0
dataset/videos/Arson050_x264.mp4,1
dataset/videos/Normal_Videos253_x264.mp4,0
dataset/videos/Normal_Videos049_x264.mp4,0
dataset/videos/Normal_Videos230_x264.mp4,0
dataset/videos/Assault023_x264.mp4,1
dataset/videos/Arrest044_x264.mp4,1
dataset/videos/Normal_Videos140_x264.mp4,0
dataset/videos/Normal_Videos087_x264.mp4,0
dataset/videos/Assault028_x264.mp4,1
dataset/videos/Assault022_x264.mp4,1
dataset/videos/Normal_Videos008_x264.mp4,0
dataset/videos/Normal_Videos135_x264.mp4,0
dataset/videos/Normal_Videos273_x264.mp4,0
dataset/videos/Arson024_x264.mp4,1
dataset/videos/Arrest010_x264.mp4,1
dataset/videos/Assault025_x264.mp4,1
dataset/videos/Normal_Videos186_x264.mp4,0
dataset/videos/Normal_Videos163_x264.mp4,0
dataset/videos/Arson032_x264.mp4,1
dataset/videos/Normal_Videos029_x264.mp4,0
dataset/videos/Assault029_x264.mp4,1
dataset/videos/Normal_Videos077_x264.mp4,0
dataset/videos/Normal_Videos222_x264.mp4,0
dataset/videos/Normal_Videos187_x264.mp4,0
dataset/videos/Assault019_x264.mp4,1
dataset/videos/Normal_Videos264_x264.mp4,0
dataset/videos/Normal_Videos021_x264.mp4,0
dataset/videos/Normal_Videos160_x264.mp4,0
dataset/videos/Normal_Videos270_x264.mp4,0
dataset/videos/Normal_Videos232_x264.mp4,0
dataset/videos/Normal_Videos207_x264.mp4,0
dataset/videos/Normal_Videos295_x264.mp4,0
dataset/videos/Normal_Videos215_x264.mp4,0
dataset/videos/Normal_Videos209_x264.mp4,0
dataset/videos/Normal_Videos250_x264.mp4,0
dataset/videos/Normal_Videos238_x264.mp4,0
dataset/videos/Arrest040_x264.mp4,1
dataset/videos/Abuse021_x264.mp4,1
dataset/videos/Normal_Videos035_x264.mp4,0
dataset/videos/Arson007_x264.mp4,1
dataset/videos/Normal_Videos124_x264.mp4,0
dataset/videos/Arson026_x264.mp4,1
dataset/videos/Assault002_x264.mp4,1
dataset/videos/Assault014_x264.mp4,1
dataset/videos/Normal_Videos278_x264.mp4,0
dataset/videos/Normal_Videos243_x264.mp4,0
dataset/videos/Normal_Videos032_x264.mp4,0
dataset/videos/Normal_Videos300_x264.mp4,0
dataset/videos/Normal_Videos218_x264.mp4,0
dataset/videos/Normal_Videos252_x264.mp4,0
dataset/videos/Normal_Videos197_x264.mp4,0
dataset/videos/Assault045_x264.mp4,1
dataset/videos/Normal_Videos082_x264.mp4,0
dataset/videos/Normal_Videos258_x264.mp4,0
dataset/videos/Normal_Videos084_x264.mp4,0
dataset/videos/Normal_Videos075_x264.mp4,0
dataset/videos/Normal_Videos172_x264.mp4,0
dataset/videos/Normal_Videos211_x264.mp4,0
dataset/videos/Normal_Videos205_x264.mp4,0
dataset/videos/Normal_Videos141_x264.mp4,0
dataset/videos/Arrest020_x264.mp4,1
dataset/videos/Arrest014_x264.mp4,1
dataset/videos/Arrest027_x264.mp4,1
dataset/videos/Abuse038_x264.mp4,1
dataset/videos/Normal_Videos137_x264.mp4,0
dataset/videos/Normal_Videos185_x264.mp4,0
dataset/videos/Normal_Videos265_x264.mp4,0
dataset/videos/Arrest009_x264.mp4,1
dataset/videos/Normal_Videos054_x264.mp4,0
dataset/videos/Arrest003_x264.mp4,1
dataset/videos/Normal_Videos031_x264.mp4,0
dataset/videos/Normal_Videos297_x264.mp4,0
dataset/videos/Abuse019_x264.mp4,1
dataset/videos/Normal_Videos216_x264.mp4,0
dataset/videos/Normal_Videos221_x264.mp4,0
dataset/videos/Normal_Videos106_x264.mp4,0
dataset/videos/Normal_Videos254_x264.mp4,0
dataset/videos/Arson041_x264.mp4,1
dataset/videos/Normal_Videos113_x264.mp4,0
dataset/videos/Normal_Videos285_x264.mp4,0
dataset/videos/Normal_Videos154_x264.mp4,0
dataset/videos/Normal_Videos245_x264.mp4,0
dataset/videos/Normal_Videos158_x264.mp4,0
dataset/videos/Normal_Videos228_x264.mp4,0
dataset/videos/Assault026_x264.mp4,1
dataset/videos/Normal_Videos191_x264.mp4,0
dataset/videos/Assault039_x264.mp4,1
dataset/videos/Normal_Videos079_x264.mp4,0
dataset/videos/Arson049_x264.mp4,1
dataset/videos/Arrest035_x264.mp4,1
dataset/videos/Normal_Videos198_x264.mp4,0
dataset/videos/Normal_Videos030_x264.mp4,0
dataset/videos/Assault012_x264.mp4,1
dataset/videos/Normal_Videos060_x264.mp4,0
dataset/videos/Assault024_x264.mp4,1
dataset/videos/Abuse034_x264.mp4,1
dataset/videos/Normal_Videos122_x264.mp4,0
dataset/videos/Arrest038_x264.mp4,1
dataset/videos/Assault004_x264.mp4,1
dataset/videos/Arrest008_x264.mp4,1
dataset/videos/Abuse048_x264.mp4,1
dataset/videos/Arson015_x264.mp4,1
dataset/videos/Normal_Videos020_x264.mp4,0
dataset/videos/Normal_Videos208_x264.mp4,0
dataset/videos/Normal_Videos241_x264.mp4,0
dataset/videos/Arson012_x264.mp4,1
dataset/videos/Normal_Videos133_x264.mp4,0
dataset/videos/Normal_Videos022_x264.mp4,0
dataset/videos/Abuse005_x264.mp4,1
dataset/videos/Assault052_x264.mp4,1
dataset/videos/Normal_Videos002_x264.mp4,0
dataset/videos/Assault050_x264.mp4,1
dataset/videos/Normal_Videos181_x264.mp4,0
dataset/videos/Abuse016_x264.mp4,1
dataset/videos/Normal_Videos007_x264.mp4,0
dataset/videos/Normal_Videos220_x264.mp4,0
dataset/videos/Abuse028_x264.mp4,1
dataset/videos/Arrest001_x264.mp4,1
dataset/videos/Normal_Videos121_x264.mp4,0
dataset/videos/Normal_Videos200_x264.mp4,0
dataset/videos/Normal_Videos081_x264.mp4,0
dataset/videos/Assault007_x264.mp4,1
dataset/videos/Normal_Videos249_x264.mp4,0
dataset/videos/Normal_Videos204_x264.mp4,0
dataset/videos/Normal_Videos052_x264.mp4,0
dataset/videos/Normal_Videos088_x264.mp4,0
dataset/videos/Normal_Videos039_x264.mp4,0
dataset/videos/Arrest041_x264.mp4,1
dataset/videos/Arrest005_x264.mp4,1
dataset/videos/Arson038_x264.mp4,1
dataset/videos/Normal_Videos076_x264.mp4,0
dataset/videos/Arrest033_x264.mp4,1
dataset/videos/Normal_Videos157_x264.mp4,0
dataset/videos/Assault018_x264.mp4,1
dataset/videos/Assault034_x264.mp4,1
dataset/videos/Normal_Videos037_x264.mp4,0
dataset/videos/Arrest039_x264.mp4,1
dataset/videos/Assault031_x264.mp4,1
dataset/videos/Arson005_x264.mp4,1
dataset/videos/Normal_Videos143_x264.mp4,0
dataset/videos/Assault016_x264.mp4,1
dataset/videos/Normal_Videos274_x264.mp4,0
dataset/videos/Normal_Videos138_x264.mp4,0
dataset/videos/Arson036_x264.mp4,1
dataset/videos/Normal_Videos047_x264.mp4,0
dataset/videos/Normal_Videos083_x264.mp4,0
dataset/videos/Arrest048_x264.mp4,1
dataset/videos/Normal_Videos153_x264.mp4,0
dataset/videos/Assault032_x264.mp4,1
dataset/videos/Assault013_x264.mp4,1
dataset/videos/Normal_Videos004_x264.mp4,0
dataset/videos/Normal_Videos112_x264.mp4,0
dataset/videos/Arson006_x264.mp4,1
dataset/videos/Abuse041_x264.mp4,1
dataset/videos/Normal_Videos280_x264.mp4,0
dataset/videos/Normal_Videos073_x264.mp4,0
dataset/videos/Normal_Videos299_x264.mp4,0
dataset/videos/Normal_Videos074_x264.mp4,0
dataset/videos/Normal_Videos117_x264.mp4,0
dataset/videos/Arson046_x264.mp4,1
dataset/videos/Arrest018_x264.mp4,1
dataset/videos/Abuse002_x264.mp4,1
dataset/videos/Normal_Videos001_x264.mp4,0
dataset/videos/Arrest006_x264.mp4,1
dataset/videos/Assault044_x264.mp4,1
dataset/videos/Normal_Videos293_x264.mp4,0
dataset/videos/Assault003_x264.mp4,1
dataset/videos/Arrest024_x264.mp4,1
dataset/videos/Normal_Videos103_x264.mp4,0
dataset/videos/Normal_Videos162_x264.mp4,0
dataset/videos/Normal_Videos199_x264.mp4,0
dataset/videos/Abuse014_x264.mp4,1
dataset/videos/Normal_Videos194_x264.mp4,0
dataset/videos/Arson023_x264.mp4,1
dataset/videos/Normal_Videos131_x264.mp4,0
dataset/videos/Normal_Videos038_x264.mp4,0
dataset/videos/Normal_Videos235_x264.mp4,0
dataset/videos/Assault046_x264.mp4,1
dataset/videos/Normal_Videos108_x264.mp4,0
dataset/videos/Normal_Videos177_x264.mp4,0
dataset/videos/Arrest047_x264.mp4,1
dataset/videos/Normal_Videos094_x264.mp4,0
dataset/videos/Normal_Videos053_x264.mp4,0
dataset/videos/Normal_Videos125_x264.mp4,0
dataset/videos/Arson029_x264.mp4,1
dataset/videos/Arrest022_x264.mp4,1
dataset/videos/Normal_Videos072_x264.mp4,0
dataset/videos/Normal_Videos171_x264.mp4,0
dataset/videos/Normal_Videos068_x264.mp4,0
dataset/videos/Normal_Videos096_x264.mp4,0
dataset/videos/Normal_Videos120_x264.mp4,0
dataset/videos/Normal_Videos128_x264.mp4,0
dataset/videos/Normal_Videos166_x264.mp4,0
dataset/videos/Normal_Videos179_x264.mp4,0
dataset/videos/Arrest032_x264.mp4,1
dataset/videos/Arson018_x264.mp4,1
dataset/videos/Normal_Videos257_x264.mp4,0
dataset/videos/Normal_Videos240_x264.mp4,0
dataset/videos/Assault048_x264.mp4,1
dataset/videos/Normal_Videos065_x264.mp4,0
dataset/videos/Arson020_x264.mp4,1
dataset/videos/Abuse004_x264.mp4,1
dataset/videos/Assault008_x264.mp4,1
dataset/videos/Normal_Videos123_x264.mp4,0
dataset/videos/Assault005_x264.mp4,1
dataset/videos/Normal_Videos055_x264.mp4,0
dataset/videos/Normal_Videos116_x264.mp4,0
dataset/videos/Abuse045_x264.mp4,1
dataset/videos/Normal_Videos169_x264.mp4,0
dataset/videos/Arrest050_x264.mp4,1
dataset/videos/Normal_Videos282_x264.mp4,0
dataset/videos/Normal_Videos284_x264.mp4,0
dataset/videos/Arrest004_x264.mp4,1
dataset/videos/Normal_Videos165_x264.mp4,0
dataset/videos/Normal_Videos236_x264.mp4,0
dataset/videos/Arrest028_x264.mp4,1
dataset/videos/Normal_Videos298_x264.mp4,0
dataset/videos/Normal_Videos294_x264.mp4,0
dataset/videos/Abuse027_x264.mp4,1
dataset/videos/Abuse036_x264.mp4,1
dataset/videos/Abuse012_x264.mp4,1
dataset/videos/Abuse037_x264.mp4,1
dataset/videos/Assault015_x264.mp4,1
dataset/videos/Normal_Videos078_x264.mp4,0
dataset/videos/Normal_Videos192_x264.mp4,0
dataset/videos/Normal_Videos118_x264.mp4,0
dataset/videos/Abuse039_x264.mp4,1
dataset/videos/Normal_Videos244_x264.mp4,0
dataset/videos/Assault040_x264.mp4,1
dataset/videos/Normal_Videos263_x264.mp4,0
dataset/videos/Normal_Videos170_x264.mp4,0
dataset/videos/Normal_Videos283_x264.mp4,0
dataset/videos/Arson035_x264.mp4,1
dataset/videos/Normal_Videos132_x264.mp4,0
dataset/videos/Normal_Videos178_x264.mp4,0
dataset/videos/Abuse008_x264.mp4,1
dataset/videos/Assault027_x264.mp4,1
dataset/videos/Normal_Videos227_x264.mp4,0
dataset/videos/Normal_Videos239_x264.mp4,0
dataset/videos/Assault033_x264.mp4,1
dataset/videos/Normal_Videos013_x264.mp4,0
dataset/videos/Normal_Videos145_x264.mp4,0
dataset/videos/Normal_Videos134_x264.mp4,0
dataset/videos/Arrest025_x264.mp4,1
dataset/videos/Normal_Videos044_x264.mp4,0
dataset/videos/Arrest017_x264.mp4,1
dataset/videos/Normal_Videos219_x264.mp4,0
dataset/videos/Arrest042_x264.mp4,1
dataset/videos/Normal_Videos105_x264.mp4,0
dataset/videos/Normal_Videos226_x264.mp4,0
dataset/videos/Normal_Videos279_x264.mp4,0
dataset/videos/Normal_Videos111_x264.mp4,0
dataset/videos/Abuse040_x264.mp4,1
dataset/videos/Normal_Videos085_x264.mp4,0
dataset/videos/Normal_Videos095_x264.mp4,0
dataset/videos/Normal_Videos159_x264.mp4,0
dataset/videos/Normal_Videos291_x264.mp4,0
dataset/videos/Arson002_x264.mp4,1
dataset/videos/Normal_Videos266_x264.mp4,0
dataset/videos/Normal_Videos262_x264.mp4,0
dataset/videos/Normal_Videos190_x264.mp4,0
